"","Length","EffectiveLength","Overdispersion","logFC","logCPM","F","PValue","FDR"
"ENST00000711260.1",2594,2415.69388008956,1,-0.163398199105567,4.9506394407612,6.57254853974503,0.0405945263362157,0.13459424951057
"ENST00000711264.1",2496,2317.69388008956,5.35803712036028,0.299675420624287,0.952058920253938,0.222201787468311,0.653919884915194,0.800426232973715
"ENST00000711271.1",720,541.721399842435,1,0.360834470970099,1.49378460474989,1.39725034192818,0.279815386735147,0.487750931072631
"ENST00000711273.1",4244,4065.69388008956,1,0.45950335082709,1.94429178797985,4.42354386872049,0.0776840375140604,0.211750863752791
"ENST00000711277.1",3187,3008.69388008956,4.0755782642554,-0.208364906137803,-0.51644257949622,0.0551628524054981,0.821007256051777,0.905966552729708
"ENST00000711284.1",832,653.721399842435,1.27283247190374,-0.0339065412547672,0.592886200615063,0.0126750855986982,0.913907153384162,0.956490411301796
"ENST00000710353.1",7691,7512.69388008956,12.666624838573,-1.4199383225948,-0.00173601899007904,1.70282021155449,0.235247315353626,0.437776887388345
"ENST00000672201.1",1282,1103.69388008956,1.20194446650912,0.392550331311421,5.0445739606014,41.1028127141916,0.000540335507747378,0.00603062875159844
"ENST00000673369.1",925,746.69388008956,2.83046875817707,0.181709958684606,2.15698574459075,0.995939024050816,0.354836354144305,0.56465098954405
"ENST00000672991.1",1123,944.69388008956,2.54628158280363,0.126580720318785,1.3172032043977,0.123588520371116,0.73664363063129,0.853538235823001
"ENST00000672633.1",765,586.721399842435,6.0313472606917,1.60845543785003,-0.596222512664646,4.59000702889938,0.06162960485183,0.18112796580405
"ENST00000673585.1",751,572.721399842435,4.30522901297057,0.727346308014625,-0.446787620159854,0.770818299611398,0.408780500759477,0.614095779930032
"ENST00000707384.1",2035,1856.69388008956,1.37082054293391,0.172894924663692,0.81885313795259,0.320029837837438,0.591338801567493,0.757034626661741
"ENST00000707385.1",3322,3143.69388008956,1.20766203391975,0.0442067829709838,0.830451233957233,0.0191603270243853,0.89426967294062,0.946746603895135
"ENST00000707390.1",1574,1395.69388008956,1,0.391609162851124,1.05927853155664,2.1597348700754,0.190012166817805,0.38334385975412
"ENST00000707355.1",6227,6048.69388008956,1,0.0183994287971248,3.66864993136594,0.0253439236410497,0.878454944019268,0.938589520659214
"ENST00000707357.1",945,766.69388008956,1.1599320835851,-0.153694109298302,0.580251531569268,0.168587749085762,0.695147693636638,0.826990822193203
"ENST00000707364.1",892,713.69388008956,2.66952588146418,-0.168734759395805,1.9194744970718,0.743570196990308,0.419949819320048,0.623434532169974
"ENST00000707369.1",791,612.721399842435,5.6000092665138,-0.304430861809446,1.90234152394649,1.01595870469439,0.350410940406669,0.560414884562734
"ENST00000707372.1",2018,1839.69388008956,1,-0.0627315300772743,5.21104279858544,1.28904400627024,0.297231741415309,0.506396391068801
"ENST00000707376.1",1929,1750.69388008956,5.17508202973292,-0.399350262240432,0.946496852062281,0.70793596818395,0.431291697091803,0.632767319463733
"ENST00000707381.1",4619,4440.69388008956,1,-0.129300931219969,-0.649377422485759,0.0615834613949701,0.810753423368562,0.899890063766677
"ENST00000710277.1",6230,6051.69388008956,8.24749047868647,-1.51542672390949,0.388662434460768,1.95338713821826,0.209572515166883,0.407691235488912
"ENST00000713539.1",7790,7611.69388008956,6.54644248374504,0.211352576979323,-0.306682727781153,0.0214657358462755,0.887866467421953,0.943829448404626
"ENST00000713541.1",7786,7607.69388008956,13.7411432415468,-0.0978641750993813,0.0951487068092919,0.00616300418337822,0.939905186863597,0.969948905615564
"ENST00000710279.1",6230,6051.69388008956,5.60610620760899,-0.452180054206973,2.480155057449,2.33612859796696,0.175427383250104,0.364022182226218
"ENST00000710278.1",6230,6051.69388008956,7.93805147969092,-0.75891056158678,3.78784373908945,33.0636429616267,0.00098658794431906,0.0093447457985376
"ENST00000713540.1",7774,7595.69388008956,48.0683009169822,-0.183822404708691,1.16012448159854,0.0176896778379322,0.898506669879403,0.94921590517511
"ENST00000713538.1",7786,7607.69388008956,19.8938330251776,-1.38070234634248,2.84414500724627,7.09591105245166,0.0365854102151011,0.124927898891176
"ENST00000710275.1",6230,6051.69388008956,17.1211605835813,-0.0578967743548544,2.75892134383025,0.00862215889223631,0.928978955495143,0.964783442446761
"ENST00000628182.3",10252,10073.6938800896,1.6933202832289,0.546229319706995,4.90365147887368,28.1712369451655,0.00153882782382787,0.0128938694116587
"ENST00000625211.2",7812,7633.69388008956,9.15211480352357,0.226467193785629,2.28131021655708,0.420392924757928,0.540273759556395,0.719151646702686
"ENST00000626698.1",4774,4595.69388008956,2.83056885044765,0.168124775687628,2.84755989974156,0.312201604507274,0.596137033488888,0.760664662777825
"ENST00000629245.3",5532,5353.69388008956,1,0.0117358134093237,-0.179958438930222,0.000774269284671422,0.97862755274364,0.988671057489063
"ENST00000626912.1",2220,2041.69388008956,1.69058086737385,0.623464227096993,0.755726537298643,3.64263727360626,0.102933219549338,0.256287828848012
"ENST00000627374.3",6422,6243.69388008956,1,-0.0463515578201479,1.74520485523207,0.0345272807482242,0.858402567494227,0.927494899934721
"ENST00000626413.3",6661,6482.69388008956,1,-0.801344196019872,2.20906239805245,11.9670849224812,0.0123431492967485,0.0577297634001248
"ENST00000628303.1",3402,3223.69388008956,2.96767763400793,-0.803532900375372,0.293191563540729,1.11308373840095,0.33157119285846,0.54219137027716
"ENST00000707468.1",1919,1740.69388008956,1,-0.773749782315105,10.9281754991806,345.150151451856,1.26290030847282e-06,0.00010967408085848
"ENST00000707471.1",2052,1873.69388008956,3.37114289931608,-0.826616836442978,4.27316903743968,33.8186459302458,0.000991531226139011,0.00938363374329783
"ENST00000707473.1",1842,1663.69388008956,11.1333535227776,-2.00215228283364,0.743568136845994,19.4793636431282,0.00363029689646507,0.0237484814902881
"ENST00000707475.1",1749,1570.69388008956,2.65301382442796,-1.05422455318827,2.28161135596544,12.0017729719498,0.0123329741920299,0.0577002408142671
"ENST00000707476.1",2241,2062.69388008956,4.05351160606673,-0.356704692296814,2.53980835239427,3.69020508411788,0.100468063565433,0.252174355712173
"ENST00000707480.1",2005,1826.69388008956,6.84313524898884,0.651552900217066,0.998798643641819,3.67700198516624,0.101592865577619,0.253987831923604
"ENST00000707481.1",2141,1962.69388008956,11.117704630361,-0.630152458809878,0.919795516552124,1.15941018156548,0.322809791499689,0.533504077852496
"ENST00000707482.1",2256,2077.69388008956,9.86607696150387,-1.35671521042755,1.10321737873909,12.0603438361091,0.0123608370310192,0.0577642578159348
"ENST00000707483.1",1958,1779.69388008956,4.01139940685487,-1.13523872177642,1.24384399540005,11.6091464011816,0.0134147575024913,0.0612022702549518
"ENST00000707484.1",1698,1519.69388008956,6.35234466550912,-1.20466551806475,0.333186104697223,3.88656172011916,0.0936615782010489,0.240478369378743
"ENST00000707485.1",2001,1822.69388008956,6.66885496257643,-1.16847440991197,1.34881735826507,4.77578938112985,0.0710652671701524,0.19966804734853
"ENST00000707486.1",1137,958.69388008956,5.13967326567446,0.641153679238976,-0.22624837630383,0.69796128443282,0.432591115754723,0.633688417485283
"ENST00000707487.1",1449,1270.69388008956,3.80891395888368,-1.49379344030991,-0.115179038672574,9.76206986196633,0.0165836096354377,0.0710855300720872
"ENST00000707488.1",1128,949.69388008956,7.39909773317649,-1.45263101134861,3.79951097027894,53.3798552385101,0.000303250612949862,0.00394111462206968
"ENST00000707489.1",1228,1049.69388008956,11.9087513047891,-0.0423411268795753,0.839635502911138,0.00706185527111634,0.935688106579085,0.968049309535598
"ENST00000707491.1",10726,10547.6938800896,10.7198207920993,-0.926383723644408,2.9321301959485,9.84503719204067,0.0195607825364476,0.0801809573948732
"ENST00000707492.1",10801,10622.6938800896,28.6593220530011,-1.05415011632868,0.612347543710688,0.568124142758402,0.479249055724776,0.673069528193906
"ENST00000672102.1",2170,1991.69388008956,2.3722494918995,-1.09363602322996,3.08102123206687,45.0535894771427,0.000418309819125341,0.00498666701378709
"ENST00000673523.1",1819,1640.69388008956,8.00812049265059,0.862300146536289,-0.367651149436329,1.10800975527734,0.327962723222463,0.538422649782356
"ENST00000673377.1",1516,1337.69388008956,9.13620381530366,-0.796386739688384,1.19594977218323,2.39444561581635,0.172250963931998,0.359689525286191
"ENST00000673407.1",987,808.69388008956,5.24699670361226,-0.945437596223699,0.78399660128998,10.4225895174531,0.0169566385855312,0.0722491139732092
"ENST00000672611.1",852,673.69388008956,13.5132645054985,1.36989904777193,0.252325175588972,1.4790782745911,0.265876691439692,0.47310488901656
"ENST00000284878.12",5593,5414.69388008956,1,1.16339626680529,2.53480200420349,31.1690818738772,0.00116494379810886,0.0105350841370805
"ENST00000382751.4",10818,10639.6938800896,1,0.0214371644198567,6.32889842185822,0.212186640868504,0.660406105907744,0.805001306017951
"ENST00000673372.1",2488,2309.69388008956,1.56780630186966,0.17890914099401,5.54042196626741,9.15852343111518,0.0216210019133844,0.0861054671827825
"ENST00000671919.1",2211,2032.69388008956,22.315539623257,-0.779885677257576,1.25585878693039,0.447318012882004,0.52821050083336,0.710394692303001
"ENST00000671801.1",575,396.806535893501,2.28325065818789,0.240063140514334,0.664220062913488,0.249795714133465,0.634378669678224,0.787542735121645
"ENST00000400532.5",1757,1578.69388008956,4.90460530244559,1.78697494318446,1.2174693971165,23.0477353485927,0.0025751911886809,0.0185794384730285
"ENST00000480456.6",4351,4172.69388008956,1.73610321101195,0.192199776781324,2.78400733889686,0.687842388355258,0.436963574467251,0.637666193657638
"ENST00000460679.5",1025,846.69388008956,5.7025585571251,-0.0367561700561848,0.0447212130425465,0.00318469027662271,0.956791143041024,0.97784901497996
"ENST00000671752.1",3335,3156.69388008956,1,-0.143235953241376,2.2342911025591,0.62281799714876,0.458473472090653,0.656294874707841
"ENST00000672447.1",1569,1390.69388008956,1.95827412993963,0.432343062391141,-0.45130514624441,0.866968200799398,0.382533272411638,0.589953829502957
"ENST00000286835.12",4269,4090.69388008956,15.4861076495091,0.154925032360468,4.16687142603695,0.421750677983234,0.539607912110446,0.718798161402532
"ENST00000399804.5",4127,3948.69388008956,12.1653981635163,0.756149272173124,3.65216775396933,8.67232798361853,0.025128255258864,0.0957984437505142
"ENST00000434667.3",3846,3667.69388008956,35.1118647303784,-0.647217625579077,2.51656280667705,0.665572726580707,0.44514833672969,0.64469696502316
"ENST00000672495.1",4013,3834.69388008956,1,0.340033628342644,3.74184405005966,8.63464938466949,0.0243236361117196,0.0936316005507614
"ENST00000672180.1",4296,4117.69388008956,3.41994707190951,-0.603554162574675,0.408946079060793,1.7710528009276,0.229723132018726,0.430950863184625
"ENST00000400546.6",8041,7862.69388008956,2.24049022176791,-1.34149677508185,1.0053899755879,15.8867558859803,0.00661577922232522,0.0367087274308587
"ENST00000284894.8",4699,4520.69388008956,1.67617095497176,-1.06280020499171,2.4461946678896,17.799189351149,0.00491704018562829,0.0296112737210307
"ENST00000382172.4",2381,2202.69388008956,1.05069473844653,0.277223084326469,4.47866008358548,13.2319293545149,0.0098356951238649,0.0489230030187046
"ENST00000270112.7",7680,7501.69388008956,1,-0.742422578991527,2.07317617072835,14.8894817835334,0.00753422163700732,0.040355726246227
"ENST00000672242.1",3252,3073.69388008956,4.03954395593996,0.144246567548783,2.69350317731098,0.56156705355061,0.480466109601378,0.674081616698414
"ENST00000382141.4",4157,3978.69388008956,4.54939439008508,-0.157008130642366,-0.423721681863044,0.0909462540886885,0.771828461335105,0.875893463187565
"ENST00000284881.9",5396,5217.69388008956,1.15060028055144,0.671031680141787,4.30043769083324,49.0197575915523,0.00032841333146592,0.00418320915188157
"ENST00000400558.7",1090,911.69388008956,6.40869597539902,0.984585854536704,-0.0376007627975368,1.45578369552139,0.269359206756974,0.476746007346029
"ENST00000405964.2",896,717.69388008956,4.48619497367181,-0.577002373504904,-0.585099912853127,0.269621068150964,0.619059293498852,0.776984175026666
"ENST00000261667.8",4222,4043.69388008956,1,-0.194800130660886,6.93379650387867,8.92503765278209,0.0237532621146518,0.0920847329889834
"ENST00000400485.6",4224,4045.69388008956,7.50319943314812,-0.690638093757088,4.68554327415562,33.2008888237364,0.00103832556862479,0.00968819145016093
"ENST00000487909.5",4131,3952.69388008956,38.3799440293815,0.0367438265608953,1.75544712250443,0.00184627905560568,0.967096405646863,0.983246025471765
"ENST00000298248.12",1483,1304.69388008956,1.77015177086177,0.154060006483512,2.54000321736451,0.644776488264872,0.450999625634336,0.649663887884153
"ENST00000331923.9",3892,3713.69388008956,7.18024448067257,0.116917309954237,2.95084087323265,0.162123651827176,0.700873179983543,0.830780554127673
"ENST00000466846.5",3879,3700.69388008956,1.8273647383533,1.11495143738818,3.04807229818757,50.9721246921733,0.000294608013343691,0.00385675713875084
"ENST00000443785.5",2920,2741.69388008956,17.3227677547941,1.97216034329567,0.637586836332382,4.90303944998728,0.0650807691392521,0.188325293633102
"ENST00000497873.1",2277,2098.69388008956,1.74106855664307,0.0778276342467484,0.146151188371808,0.0386472308088165,0.850322150355862,0.923616189058212
"ENST00000290178.4",2564,2385.69388008956,8.33975314166044,-0.00663629901151872,1.16741201140911,0.000193095865624459,0.989352161980965,0.994612548358439
"ENST00000464256.1",1692,1513.69388008956,2.07211073728317,0.85828951590079,1.87366941157706,11.7143241653798,0.0129985623277481,0.0598395907611179
"ENST00000355854.8",3676,3497.69388008956,6.95690148574037,0.650689281746015,0.0792392272374426,0.934552456193234,0.369657051596862,0.577941123498868
"ENST00000409308.6",3502,3323.69388008956,1.89031717233457,0.265857823016355,4.69386664493557,8.26789033519699,0.02647884699354,0.0994174474547179
"ENST00000409130.5",1411,1232.69388008956,12.9033526855617,-1.42637477898435,0.613857610397907,7.27912684875502,0.0336794617157016,0.117999246203464
"ENST00000474320.1",924,745.69388008956,1.40913329916037,-0.125442039048425,2.50177803303932,0.438317921867128,0.531224933531292,0.712297601808645
"ENST00000379221.4",7459,7280.69388008956,1.07641789513143,-0.208304855464252,4.68204299687496,10.2600457096512,0.0171199187285605,0.0728063659623729
"ENST00000400256.5",5724,5545.69388008956,5.14421901480748,1.41633389697985,1.53409932182741,8.65162009374201,0.0255939383316753,0.0970871049336073
"ENST00000582147.1",4719,4540.69388008956,5.89718966973142,1.00324333274597,1.42420283910586,4.57322342891629,0.0757981766828392,0.208060771536582
"ENST00000671038.1",1300,1121.69388008956,8.64493627384605,0.347901345253288,0.32445719440824,0.553122823492144,0.48396890146787,0.676870734371357
"ENST00000335327.6",4857,4678.69388008956,8.26253680661054,-0.307286894389307,3.44078561835273,1.13944374566604,0.325977265652908,0.536463595841656
"ENST00000361042.8",4823,4644.69388008956,5.99464194542668,0.772891871529664,4.53651429917228,21.8621090628437,0.0032197831108944,0.0218014054068131
"ENST00000379749.8",3210,3031.69388008956,20.7111830618631,2.52337509775037,4.04148647551341,44.2979008746264,0.000508900037225027,0.00576157644469194
"ENST00000379743.8",3196,3017.69388008956,29.5451694905124,-0.0840468387570989,3.69583187631045,0.0183235281738038,0.896657419813335,0.948219454535041
"ENST00000379742.4",3071,2892.69388008956,6.80248632968142,2.53161854640071,7.35437039930772,665.20426807915,1.7270299568281e-07,4.03072601017833e-05
"ENST00000478947.1",1159,980.69388008956,1.91772908588054,2.71911458529012,0.604551855614871,23.4726483801072,0.00141891454604837,0.012178314446078
"ENST00000473823.5",502,324.047433290451,7.58236169015889,5.21594994906038,0.82140732406631,23.6134632860446,0.00143868191368932,0.0123078990519916
"ENST00000474646.1",380,204.249884836048,1.02512033722867,2.71601819869125,-0.55549860493137,13.789693398711,0.00422210269272886,0.0264590198818423
"ENST00000497145.1",1735,1556.69388008956,1.12175620781893,3.61987909307088,1.43472217752044,107.530699566214,8.56432317196146e-06,0.000350078230802422
"ENST00000541179.5",3214,3035.69388008956,4.60726487786521,1.74760450284002,8.23369376899505,472.219656876578,4.88997552739313e-07,6.78404623399423e-05
"ENST00000541481.5",3113,2934.69388008956,11.6693551745834,2.4817217185826,3.9367653952247,52.4992878904025,0.000318512692784708,0.00409082037156077
"ENST00000578921.6",3919,3740.69388008956,1,1.32518213429099,5.7947277107678,484.955563903087,3.06655659954984e-07,5.28521029932415e-05
"ENST00000578734.5",783,604.721399842435,2.83910442319173,0.512280890494567,-0.036912098482235,0.382920784380856,0.557671813432139,0.732238385832969
"ENST00000286800.8",5618,5439.69388008956,12.5783725455164,0.894960961395845,6.10751348782935,30.8661669332999,0.00133617800131079,0.0116060229534285
"ENST00000399921.5",5769,5590.69388008956,16.6550404219406,0.334531381867272,5.64859534012411,3.27356622740191,0.119311857885141,0.283383304896838
"ENST00000435072.1",692,513.787509330679,2.89283802510801,-0.725853950360063,0.39952583199226,2.217627486177,0.184969856326455,0.377118350782327
"ENST00000584307.5",4639,4460.69388008956,22.4200589913201,0.819857342433205,3.42462643345863,3.95491022062646,0.0928568820103079,0.239110127957474
"ENST00000314574.5",4605,4426.69388008956,4.29761099902359,0.0953417024008517,6.0289877057566,1.21849117960627,0.311064691273056,0.521380956822028
"ENST00000577611.1",568,389.855495644961,4.9638646231907,0.888488686541704,-0.937030410086974,0.603597016730737,0.457948626666125,0.655774004075536
"ENST00000667466.1",3788,3609.69388008956,13.8235275767228,0.356623354202252,2.37369538925539,0.313273829437804,0.595535506972238,0.760365319056699
"ENST00000360938.8",3668,3489.69388008956,4.81367683145322,2.04835826946894,6.28703554335765,764.917861670875,8.9382294098942e-08,2.92358392764065e-05
"ENST00000432278.5",1033,854.69388008956,3.11773305134409,1.05672679800962,-0.278486967353578,2.44366915073373,0.160835166960605,0.344478762387519
"ENST00000653642.1",3619,3440.69388008956,16.289697582691,4.4057000754606,1.64868169254573,30.4005942991351,0.000438942782212568,0.00516665747668174
"ENST00000662305.1",2351,2172.69388008956,5.13935842885967,1.54367052070873,5.05819068478986,370.465875116371,7.13875947850636e-07,8.20959207224307e-05
"ENST00000456966.1",972,793.69388008956,10.9446558348298,3.38067603883041,-0.416760512736463,9.46125907684879,0.0135191191172311,0.0615259292721351
"ENST00000318388.11",857,678.69388008956,1.17100562766446,0.331183491439867,5.73961574607525,33.5156758276862,0.00095008783729795,0.00909126330923733
"ENST00000465096.5",643,464.787509330679,3.45047840499353,0.249770051708823,1.00688333436616,0.605978080018242,0.464707457203783,0.661114307775632
"ENST00000328656.8",8399,8220.69388008956,1.25558822709466,2.30158637467706,-0.781631938711939,28.2635315062529,0.000357173645512355,0.00443852141682034
"ENST00000398934.5",2815,2636.69388008956,8.25722739274283,3.41507684281171,-0.749683340963525,10.728591123909,0.0120231795032552,0.0565798703814338
