"","logFC","logCPM","F","PValue","FDR"
"ENST00000707381.1",-0.154197385845937,-0.647454692313646,0.0936489716994219,0.768011596937993,0.872168687843712
"ENST00000710277.1",-1.4904874047022,0.393688798975026,1.94519749542442,0.208947800537452,0.403501036533085
"ENST00000713539.1",0.195494610986909,-0.300123030737647,0.0188496442993728,0.894749331645932,0.946548594250844
"ENST00000713541.1",-0.0989645405452303,0.0950620501914288,0.00653613861065667,0.938032225322605,0.969126518329912
"ENST00000710279.1",-0.438315864433848,2.48000128763916,2.20652485457338,0.185319793688537,0.374815997830503
"ENST00000710278.1",-0.74552985492494,3.78777532769927,31.2500419626085,0.00114987966411106,0.0102597200577751
"ENST00000713540.1",-0.172340562521284,1.15626549187911,0.0162164604973465,0.90265723111194,0.9505499407054
"ENST00000713538.1",-1.36602794370337,2.84226056264878,7.09929711277547,0.0353507495941233,0.120665843680148
"ENST00000710275.1",-0.0423801152796005,2.75571337189968,0.00474592122193772,0.947195559479133,0.973778887276131
"ENST00000628182.3",0.559779867746698,4.90447008887098,30.3147755440761,0.0012473914597949,0.0108747323621837
"ENST00000625211.2",0.246663361324828,2.27817780744669,0.499950311459483,0.50465608837574,0.690146270904999
"ENST00000626698.1",0.175571368746616,2.84843064275117,0.348663847773151,0.575272001873034,0.742983168669884
"ENST00000629245.3",0.0199201322400553,-0.188514208356925,0.00226619043527036,0.963444136206585,0.981884524911853
"ENST00000626912.1",0.652481788964686,0.748757135717122,3.88528905734623,0.0942359907976147,0.239184678661479
"ENST00000627374.3",-0.0402079761703828,1.74280337437008,0.0255995074563879,0.877867428856814,0.937168407270592
"ENST00000626413.3",-0.788564250127912,2.21390283942994,11.8034564250023,0.0127212946165188,0.0580676485397579
"ENST00000628303.1",-0.793674818344594,0.304053116621479,1.11024103145283,0.330819007981484,0.538291523491419
"ENST00000707468.1",-0.76146217036707,10.9269242925828,305.665977511793,1.30106899987083e-06,0.000106800561379312
"ENST00000707471.1",-0.816304386710899,4.2715416633531,32.0772336164199,0.00107102893668869,0.00977764193760465
"ENST00000707473.1",-1.96204389262856,0.738108063011765,18.9887779901773,0.00389030767508973,0.0246580031110557
"ENST00000707475.1",-1.03939759787359,2.28291625622029,11.6301726429172,0.0131406126904861,0.0594633763651823
"ENST00000707476.1",-0.343859538773533,2.54191124255533,3.39269282120229,0.112381063373749,0.269814222590231
"ENST00000707480.1",0.675843552430817,0.997664413393219,3.88620756909072,0.0941730842423283,0.239120407232234
"ENST00000707481.1",-0.594366333468227,0.923953895929863,1.03749830742556,0.346243119196465,0.553436971090934
"ENST00000707482.1",-1.34562684365902,1.10218604065081,11.2790705492602,0.0142862000403521,0.0631013999400905
"ENST00000707483.1",-1.1143136087297,1.24407029324284,11.0648494610891,0.0148693675544311,0.0649696261671527
"ENST00000707484.1",-1.19788213833982,0.335709521736712,3.88473185662175,0.092953218754999,0.237037097826537
"ENST00000707485.1",-1.1597678227802,1.3490570505297,4.86307938376161,0.0675976539687413,0.190953291582977
"ENST00000707486.1",0.701177684851555,-0.225048737239738,0.847768684419352,0.388369319259061,0.593552333062342
"ENST00000707487.1",-1.42514211284757,-0.1182474139483,8.5158075838131,0.0223836224624049,0.0873286611073523
"ENST00000707488.1",-1.43975464273854,3.7977905710248,52.4336321143522,0.000271095092980846,0.00358086853678023
"ENST00000707489.1",-0.0245462219061829,0.841217959309546,0.00243995924273577,0.962148393964046,0.98110307437842
"ENST00000707491.1",-0.916343863096196,2.92984793223442,9.83708671995067,0.0187033874634735,0.0767409521199243
"ENST00000707492.1",-1.05690873603542,0.605906113109171,0.594561046456747,0.468649009317555,0.661491010583176
"ENST00000672102.1",-1.0743757720809,3.07921532844986,43.6690483825487,0.000456919946390642,0.00524615282270648
"ENST00000673523.1",0.92231683854696,-0.357605846842829,1.29112952118631,0.292463498176955,0.499164915373222
"ENST00000673377.1",-0.79820214279333,1.20205415018141,2.44410257948652,0.166816981440252,0.349921827992619
"ENST00000673407.1",-0.903936365302856,0.784782962694313,9.56652919463813,0.0202304311007342,0.0811986358625485
"ENST00000672611.1",1.37124618880003,0.258165345780025,1.52423378899652,0.258125928368188,0.461677016047153
"ENST00000284878.12",1.17144153975595,2.53597756956085,31.6487659023225,0.00111803455852048,0.0100724934907874
"ENST00000382751.4",0.0336497799313757,6.32911060543115,0.520517861573348,0.49630304220997,0.683764581273123
"ENST00000673372.1",0.190427038088854,5.54078519662709,10.3191042136865,0.0169149265280195,0.0713035884433883
"ENST00000671919.1",-0.768228656915611,1.25802749322326,0.449351879638525,0.526478354262157,0.707043307235432
"ENST00000671801.1",0.235422277110669,0.669092050794048,0.241648152930331,0.639860823276978,0.789690728290654
"ENST00000400532.5",1.78892484096138,1.2263305667172,23.544447833952,0.00244141702720862,0.0176596096114989
"ENST00000480456.6",0.200760888521819,2.78387205974651,0.760078817274426,0.41505207894875,0.616964811404684
"ENST00000460679.5",0.0140971324165363,0.0358832818670895,0.000450932070650669,0.983708804021806,0.992255829548361
"ENST00000671752.1",-0.12900127214195,2.23685755957178,0.515276098896719,0.498435372057628,0.685373289886059
"ENST00000672447.1",0.440369461776603,-0.44232532028815,0.812490414105382,0.397151785501787,0.601402047211409
"ENST00000286835.12",0.169420001304402,4.16634158708078,0.520289802934186,0.496396850660013,0.68376860408622
"ENST00000399804.5",0.767687776645987,3.65582981617428,9.08876916716934,0.0219642271663175,0.0860740917405984
"ENST00000434667.3",-0.63216742617615,2.51608523796595,0.668321123641288,0.44324024607075,0.640368579844645
"ENST00000672495.1",0.350042056664121,3.74296737534409,9.16513481436114,0.0215955154523722,0.0851313119772313
"ENST00000672180.1",-0.580020464205935,0.406523102515178,1.60587881530801,0.250226576222316,0.452640840944415
"ENST00000400546.6",-1.33452255580013,1.00337420348175,15.5384149664544,0.00696773463218127,0.0375641745945303
"ENST00000284894.8",-1.04689914538818,2.44406009224462,17.3359466287423,0.00524225841035838,0.0304758901500186
"ENST00000382172.4",0.289180670838576,4.47962340530659,14.2190813029122,0.00834615684795823,0.0428809817555416
"ENST00000270112.7",-0.724768106381572,2.07237932912758,13.9371202177102,0.00877733498765888,0.0444296440346427
"ENST00000672242.1",0.15668452722193,2.69477638470743,0.652751616159989,0.448338523336324,0.644263196171131
"ENST00000382141.4",-0.154044882640745,-0.43241716458872,0.0810006587957027,0.784233276808786,0.882308024532437
"ENST00000284881.9",0.684885062953506,4.30145140724479,51.0371471600563,0.000292677219448326,0.00377849006569687
"ENST00000400558.7",1.00315848750391,-0.0333603010095184,1.55338933836458,0.25400301969091,0.456762156359424
"ENST00000405964.2",-0.51578218450489,-0.568406499610902,0.220271382006674,0.652337508296236,0.798072300461356
"ENST00000261667.8",-0.182448753761637,6.93382593034967,7.56745009400295,0.0313632674171811,0.110916380853929
"ENST00000400485.6",-0.678318664550017,4.6844918919838,31.3924381183537,0.001135283369493,0.0101727796223498
"ENST00000487909.5",0.0456229564237828,1.75708586596949,0.00293696386846115,0.958451013701618,0.979644736895731
"ENST00000298248.12",0.163805075894013,2.54081533060719,0.718999017387368,0.427285676198224,0.627004931276998
"ENST00000331923.9",0.129663980546406,2.95214808464873,0.200833728768777,0.668935816146792,0.80928980050982
"ENST00000466846.5",1.13014409896256,3.05099614307065,52.2610188942192,0.000274299224605499,0.00361140363327098
"ENST00000443785.5",2.00838346150537,0.650823099583487,5.25382989059863,0.0568702999648655,0.169176423472635
"ENST00000497873.1",0.11998472632328,0.139279006558866,0.0901601335930933,0.773600395951667,0.875656004307392
"ENST00000290178.4",0.000497719775396994,1.1689860293714,1.02641093040227e-06,0.999223076300995,0.999740459981599
"ENST00000464256.1",0.874914293920909,1.8746014908509,12.4190675931668,0.0114362848249585,0.0537565768424711
"ENST00000355854.8",0.657260560975842,0.08616749544769,0.943056795246168,0.36647362111677,0.57265443080675
"ENST00000409308.6",0.277295188627445,4.69503483055442,8.82004988656498,0.0233174541819617,0.0897939115001852
"ENST00000409130.5",-1.40552847567352,0.601405266687674,7.06711651950006,0.0355311377005478,0.121140817475409
"ENST00000474320.1",-0.117602000896251,2.50296278661359,0.384691196933217,0.556703794775285,0.730012854947575
"ENST00000379221.4",-0.194148949978991,4.68169594840618,8.87606481315372,0.0230251685846508,0.0890325186220593
"ENST00000400256.5",1.42395225476053,1.53833353079356,8.82505593910797,0.0236126559196743,0.0905178923190131
"ENST00000582147.1",1.02331356959743,1.42751626660451,4.75628102884726,0.0699234808390861,0.195513431285872
"ENST00000671038.1",0.371111177567504,0.331524100781424,0.639242591694302,0.453195684400581,0.648859282157905
"ENST00000335327.6",-0.293124983505789,3.44108192045275,1.06497663064941,0.339766883558875,0.546954399491529
"ENST00000361042.8",0.786197789177929,4.53793262430301,22.7305905688445,0.00265859571311338,0.0187413192122331
"ENST00000379749.8",2.54479104460411,4.04505483863154,46.4642574264869,0.000383740144834621,0.00460442809244988
"ENST00000379743.8",-0.0730243238308828,3.69616149391331,0.0142721237900399,0.908595551644252,0.95389675438425
"ENST00000379742.4",2.54378142257658,7.35905576064906,682.891871726845,1.04494115359196e-07,2.89935278519335e-05
"ENST00000478947.1",2.71345591861611,0.610271719246481,23.9603860917074,0.00134553769559486,0.0115028356024025
"ENST00000473823.5",5.18871577107363,0.8313649639435,23.9799812458313,0.00121331208207917,0.0106780098896149
"ENST00000474646.1",2.72921862506473,-0.567236201522609,13.8485708572122,0.00417653369074382,0.0259346084349193
"ENST00000497145.1",3.70941877154099,1.43513817572878,111.975232682145,6.39377670086383e-06,0.000280683013868099
"ENST00000541179.5",1.76000320359958,8.23734998841418,478.875580262123,3.19068845991246e-07,5.10478911123637e-05
"ENST00000541481.5",2.4919437971419,3.94103553885535,53.9530798395484,0.00025039217579787,0.00339092099588268
"ENST00000578921.6",1.33718249860689,5.79746404007307,494.980587072205,2.87679523378733e-07,4.81419785852666e-05
"ENST00000578734.5",0.535698637734716,-0.034980133643057,0.429252731513543,0.534689927139045,0.712951935557976
"ENST00000286800.8",0.90675017897314,6.10988313985717,31.7307515597224,0.00110259794665718,0.00999410405161831
"ENST00000399921.5",0.347250019959126,5.64926956161608,3.6627659349286,0.101451157714908,0.251713774846519
"ENST00000435072.1",-0.730449982405556,0.408101515448662,2.30489456998678,0.177699717311578,0.364661226220631
"ENST00000584307.5",0.833382073627242,3.42718948511385,4.25593993607761,0.0821164348939024,0.217890497309679
"ENST00000314574.5",0.107093536882553,6.02960365726627,1.53164389750333,0.259642367511771,0.463179591528832
"ENST00000577611.1",0.880338747431846,-0.914503951192144,0.601947698007533,0.458249802374339,0.653233794565323
"ENST00000667466.1",0.368602735340102,2.3755558973956,0.341691059283953,0.579033244362362,0.74568134694882
"ENST00000360938.8",2.06070124281196,6.29096454606758,780.175973131915,6.86798170029603e-08,2.51856083473041e-05
"ENST00000432278.5",1.03360342337128,-0.285079393385213,2.41792246791545,0.162597471299235,0.343825178728524
"ENST00000653642.1",4.42092670093968,1.65464193664987,31.0565631486264,0.000370562717144032,0.00448971932252298
"ENST00000662305.1",1.55527992420065,5.06163722146046,373.844012548628,6.94130895541671e-07,7.73965294079246e-05
"ENST00000456966.1",3.49014396906531,-0.421744143614567,10.2145354500941,0.0112434424207689,0.0531701472344743
"ENST00000318388.11",0.343194483291564,5.740442602945,34.5181268770381,0.00087662601979457,0.0084135864542509
"ENST00000465096.5",0.266479141914077,1.00652735063079,0.705414125567619,0.431878031797333,0.630652512892032
"ENST00000328656.8",2.28346916395961,-0.751619128482592,29.1192666339992,0.000319601972507028,0.00403138628625045
"ENST00000398934.5",3.31595433232613,-0.747009685038662,9.86809517607136,0.0138246129354987,0.0616689611832638
"ENST00000381554.8",-0.138891619615044,2.85345420810801,0.399101883190207,0.549609497119434,0.724941245548609
"ENST00000381540.7",-1.45404282384746,-0.0366518567807368,4.83765157787791,0.0637866533843775,0.183471122302415
"ENST00000429827.5",-0.259335762049515,-0.100109788099488,0.109924287580949,0.750659861557275,0.861585567835406
"ENST00000492622.6",-0.198233848879427,4.53828402883083,1.55279850843263,0.256706014865171,0.459913529168005
"ENST00000484074.5",1.51035236995964,2.24926212649194,2.95468085237787,0.133896793209036,0.304033130093941
"ENST00000398316.7",-0.0647715562246202,5.4664740674482,0.255025438766301,0.630595873674808,0.783261746148139
"ENST00000541916.5",-1.20955466127656,4.70113872288659,94.7668468137785,4.74655519415004e-05,0.0010596196485075
"ENST00000303775.10",0.40559392763753,2.07281951348823,0.327699475600418,0.586734976073869,0.751248942212282
"ENST00000351429.7",-0.509236099777307,2.24797809503968,0.874747579397267,0.383869520697029,0.589296827231556
"ENST00000460212.1",0.0737339105674794,0.564330671398469,0.0203673839183229,0.891026416804156,0.94438319763852
"ENST00000379589.4",0.689990999031763,5.70502574795658,151.750345914847,1.13679590558018e-05,0.000408750669959582
"ENST00000025301.4",0.611525714629126,6.73815848522241,163.541703734915,9.03408247624928e-06,0.000351831275019913
"ENST00000284987.6",2.74111678027842,4.28609518838503,242.003802434618,2.70928731799794e-06,0.000161447410539974
"ENST00000652031.1",1.83770052811741,1.41188963920129,25.4970418875921,0.00201650832821611,0.0153688719139758
"ENST00000377818.4",-1.28862834208314,4.15275227360623,92.3438765347477,5.1328598711646e-05,0.00111510065546618
"ENST00000352251.8",0.470785635350782,5.32883551854506,33.4623368935963,0.000954384943572696,0.00897222626783421
"ENST00000625998.2",1.73410889261512,0.96876965306373,1.67768092538669,0.240013116099763,0.441230026020684
"ENST00000449165.5",0.560327057590492,1.47916045933952,0.269813993244826,0.621205696663392,0.776533287876277
"ENST00000329623.11",-1.89071235062568,2.53847088389134,2.96902085599339,0.133071839289943,0.302794042537061
"ENST00000380486.4",-0.661773487034934,5.96265083617945,52.6713553334392,0.00026723012757178,0.00354842655430106
"ENST00000482186.5",0.218752266627178,0.145038044751153,0.244018302277697,0.638000837501908,0.788386185788048
"ENST00000482084.5",1.87086171106518,-0.48043569725435,1.4805128139205,0.254457576713884,0.457320920939996
"ENST00000019317.8",-0.263201815831453,4.14356424074097,2.66482596337629,0.150957787853976,0.327957115864999
"ENST00000609094.2",-0.625309114985184,1.26174182613824,5.41448090799473,0.0569606738877883,0.169386561389606
"ENST00000383432.8",0.391455614886273,6.88263421308703,53.4353482257487,0.000256357105197348,0.00344516461683591
"ENST00000458039.3",-0.421577550405397,0.590995781401774,0.614296424808872,0.461967765009479,0.655904019571728
"ENST00000326291.11",0.595168204569884,4.14051929856546,33.6825653158879,0.000937813797529731,0.00884820758440832
"ENST00000615625.1",1.50978132429518,-0.753170161816954,1.94218689780124,0.197173812398468,0.389586536690727
"ENST00000415083.7",0.468310080088208,6.17204166416422,75.8319031851408,9.22036292008293e-05,0.00164899652480744
"ENST00000542420.6",0.216729116410779,2.00879621108959,0.227384980075016,0.64946790403084,0.796079256526842
"ENST00000579640.5",0.131702542920055,2.62498415565213,0.0390010064453424,0.84961947733651,0.921673768439767
"ENST00000269137.11",0.0894777405061266,3.62114285571932,0.0673395577863688,0.803457504276301,0.894642102843017
"ENST00000585121.5",1.15136521417778,2.14601114398347,7.83083887569486,0.0295261712647205,0.106406087085311
"ENST00000580958.5",0.458281486702913,1.21610877012397,2.07371885783028,0.197787544529986,0.39010655134068
"ENST00000398505.7",0.8691688231872,3.8291055878262,14.7605746632752,0.0076561601486225,0.0402419574360436
"ENST00000310826.10",0.745401307258796,3.0201097868252,1.08336129175852,0.335947188756049,0.543200212804713
"ENST00000398499.5",2.48599951607169,1.1600259000145,7.95977328790082,0.0269660348857499,0.0995658657020795
"ENST00000398511.3",0.622157813897955,4.22584867006809,20.498445066415,0.00345587762983807,0.0226114678645884
"ENST00000449949.5",2.47494009242312,-0.942685382886079,11.9354974474645,0.00659108278572582,0.036141347514634
"ENST00000466328.2",-0.602155523006592,2.35411124367107,9.75477227449403,0.0190474861019898,0.0777229623562171
"ENST00000530908.5",-0.0128173863613484,-0.219749914177128,0.000946952834825583,0.976361309233279,0.988913224856315
"ENST00000290349.11",-0.218605327608108,5.6573098865147,16.5133008770839,0.00587181544872789,0.0331818091565612
"ENST00000390667.11",-1.77032202524935,1.69782124017537,53.7381789183805,0.000266047816448937,0.00353940600759354
"ENST00000290354.6",-2.06731676683868,2.31937080533165,80.236374036778,8.12133375970785e-05,0.0015082776767787
"ENST00000290155.8",0.274644549011498,0.712831849556215,0.501964869409342,0.504255412557315,0.689848943654699
"ENST00000440966.5",0.146725600624875,2.93786075108902,0.566680657134828,0.478551083169607,0.670235090353866
"ENST00000382549.8",2.13444643242655,-0.0794578921006657,12.4078701631933,0.0073478058128738,0.0390276595670345
"ENST00000300260.7",0.0891712434124024,3.74522837145266,0.813324784735176,0.400040259500662,0.604024246249372
"ENST00000458138.1",1.67767175757107,-0.26989836626016,3.12275625070932,0.11543972264835,0.274581030143572
"ENST00000431216.5",0.69012876593096,1.02628996697404,1.6815058748491,0.240462753181078,0.441782945854245
"ENST00000262126.9",0.138323800889028,2.06957722199788,0.331146139064836,0.584817844617167,0.749826806793624
"ENST00000540578.6",1.47074134461973,0.923326638120913,20.4171092196381,0.00348405511061799,0.022747026869177
"ENST00000400020.7",1.02119364748816,5.61931505632907,183.714841903947,6.31713002571172e-06,0.000278416560360922
"ENST00000359158.7",-1.82579114629376,-0.833719319300003,1.68322329467887,0.225041015700451,0.422878758378754
"ENST00000339775.10",0.688280715853608,1.91112354539187,7.2624058411444,0.0340034014471249,0.117465002250146
"ENST00000348354.7",0.933096206120305,4.81019388537318,93.5006867966669,4.94158667200682e-05,0.00108769010149101
"ENST00000619230.1",-0.0365718911174373,-0.025906529099344,0.00498011113330044,0.945889643924035,0.972948784768336
"ENST00000615052.5",0.195819337875394,2.14459321298667,0.433103150892741,0.533620810136761,0.712315852773196
"ENST00000619301.4",-0.0137624400599519,4.79523621522662,0.0358720249266683,0.855687103741049,0.925206793152664
"ENST00000377636.8",1.59960207793568,0.355507617256046,8.08211749847682,0.0255569631682448,0.0959295715470759
"ENST00000377625.6",-0.328804931535054,4.34250268615629,15.8413716910377,0.00648349068763396,0.0357318440595937
"ENST00000332859.11",-0.635551138428054,6.14698327867464,159.586259961688,9.74054355852121e-06,0.000369327560446348
"ENST00000411651.6",0.175665352341084,1.79131763486372,0.170688264736826,0.693132913427317,0.824866154479443
"ENST00000285116.8",-2.16739646015769,1.45107905786332,11.8076818606082,0.0128245891582429,0.0584312959866963
"ENST00000377102.5",1.61744776930151,3.27691175593654,71.2037628685878,0.000111592484323167,0.001890887846808
"ENST00000377104.4",1.31682993030582,6.32706810751711,228.901367678201,3.19965118140026e-06,0.000182367826746288
