,Length,EffectiveLength,Overdispersion,logFC,logCPM,PValue,F,FDR
ENST00000311922.4,3596,3417.6938800895596,1.4641722497385043,2.443833132212642,5.879975072864649,1.2300055396594422e-08,1343.7612670130359,1.722430569927477e-05
ENST00000263620.8,5948,5769.69388008956,1.1302430868303561,1.7533501258356423,6.07169095176354,1.4228341414495857e-08,1283.0968035750539,1.9012040694669738e-05
ENST00000305409.3,2434,2255.6938800895596,1.0549384835914928,2.968948600795545,5.538776729599512,1.5130605919072955e-08,1259.2225691018177,1.9012040694669738e-05
ENST00000286364.9,5638,5459.69388008956,1.0,2.0524737996035936,5.886234692135573,1.5203949555688403e-08,1256.5728655909159,1.9012040694669738e-05
ENST00000216121.12,2013,1834.6938800895596,1.0,-2.2224922488197487,5.28688200252732,1.5973702511753844e-08,1237.3651955489095,1.9012040694669738e-05
ENST00000394249.8,3072,2893.6938800895596,2.0137719267335217,-3.336617278091872,5.151149444530975,1.6032030725616707e-08,1237.3346757473237,1.9012040694669738e-05
ENST00000256646.7,11425,11246.69388008956,1.0,-1.3554654898053267,7.880164344042128,1.612232591099172e-08,1233.221356271706,1.9012040694669738e-05
ENST00000291295.14,2184,2005.6938800895596,2.003044012327946,-1.4830942431408438,8.054321355586646,1.6738701429330858e-08,1218.6791181820179,1.9232767942301155e-05
ENST00000302190.9,3307,3128.6938800895596,2.002574253206284,1.2979150632183898,6.535309262525105,1.7991782352571366e-08,1191.2584062419737,1.9526044343135462e-05
ENST00000220597.4,10744,10565.69388008956,1.0,2.0234963998711892,5.787268609642324,1.892215293952548e-08,1172.6006287090568,1.9526044343135462e-05
ENST00000394894.8,3095,2916.6938800895596,2.092215938347648,-3.429980372879551,5.07711447049107,1.990886212110817e-08,1155.8406882267434,1.9526044343135462e-05
ENST00000438257.9,6017,5838.69388008956,8.533219103022036,2.7070539182511486,6.4373841114199255,2.004273782235755e-08,1258.4279426903693,1.9526044343135462e-05
ENST00000434127.3,4904,4725.69388008956,3.7843693334206647,1.645496700630444,6.705140640678786,2.0327671915581748e-08,1146.1516356299708,1.9526044343135462e-05
ENST00000380191.9,2297,2118.6938800895596,1.325846156310304,-1.1347766837483741,7.74424171515828,2.0916255082556287e-08,1135.773103840907,1.9526044343135462e-05
ENST00000360270.7,3960,3781.6938800895596,1.1285123518498383,-1.0226859838194917,10.005196177479178,2.124527442193763e-08,1138.5143964819345,1.9526044343135462e-05
ENST00000319211.5,3727,3548.6938800895596,1.0,1.6535229256632245,9.757591975565756,2.132628561288783e-08,1310.6288559979873,1.9526044343135462e-05
ENST00000423485.6,5695,5516.69388008956,1.0,-2.910994640396726,6.680097987706809,2.1844222048823606e-08,1300.623040673232,1.9526044343135462e-05
ENST00000301178.9,4717,4538.69388008956,2.515364247108449,-2.0946494370747355,8.406789870334814,2.2762352469775823e-08,1283.0133043718777,1.9526044343135462e-05
ENST00000409829.7,2221,2042.6938800895596,1.709173382702422,1.537742434152356,6.106526837006942,2.3389040971834025e-08,1096.4558135164364,1.9526044343135462e-05
ENST00000262209.5,5191,5012.69388008956,2.1621875856824873,3.2501275908111538,8.69207509428811,2.3652943422616344e-08,1267.0720797271842,1.9526044343135462e-05
ENST00000361475.7,4970,4791.69388008956,1.8808329982467467,-1.8169378192868024,8.020282886286019,2.3759883466160147e-08,1265.1538057606322,1.9526044343135462e-05
ENST00000340006.7,1820,1641.6938800895596,1.03527641726844,-2.3954175673580838,8.320340469501962,2.381177574692538e-08,1264.2529158335653,1.9526044343135462e-05
ENST00000233156.9,3859,3680.6938800895596,2.3129829054994073,1.582885660871124,7.711401820024885,2.3852264972627686e-08,1099.502838341594,1.9526044343135462e-05
ENST00000708566.1,5490,5311.69388008956,1.0,1.4041261886236263,11.88464819744152,2.474269785635192e-08,1248.4983330290372,1.9526044343135462e-05
ENST00000369448.4,5654,5475.69388008956,1.0,3.2032084366764497,6.9142471097431795,2.4748028826795755e-08,1248.683709732904,1.9526044343135462e-05
ENST00000393307.5,4203,4024.6938800895596,18.606452746144985,7.4709292477039435,3.5877370224394953,2.4837306187291542e-08,286.34577707855175,1.9526044343135462e-05
ENST00000549183.1,696,517.7875093306793,1.3893475352005769,-1.5264504857430652,6.06948040258954,2.626490747879088e-08,1056.9402921937165,2.0292358086760312e-05
ENST00000217939.7,9804,9625.69388008956,1.0812257404189163,3.2644029444254388,5.893095512217945,2.7446148898355505e-08,1156.7333223268622,2.0845582682783196e-05
ENST00000269593.5,2205,2026.6938800895596,1.0,0.6442571186670553,11.054905388807715,2.869488494639905e-08,1027.6581909917777,2.122595786662008e-05
ENST00000264828.4,6207,6028.69388008956,1.0682183955706461,1.2408403674220208,6.618985491162653,2.899311317482906e-08,1024.3683952572467,2.122595786662008e-05
ENST00000374866.9,6829,6650.69388008956,1.4239885741658378,0.7430112808599818,10.381212565460002,2.9367998655027672e-08,1020.1456696119569,2.122595786662008e-05
ENST00000357681.10,8697,8518.69388008956,5.078706576838888,-1.3779299976322146,9.169592437062608,3.084152372494375e-08,1161.7296311166604,2.148902767819681e-05
ENST00000375915.4,9264,9085.69388008956,1.0254927186193414,1.3642262730324253,6.515077281896656,3.1115123539242946e-08,1001.7290866943623,2.148902767819681e-05
ENST00000621096.4,3336,3157.6938800895596,2.226769487618173,-1.1267846926488247,7.047530591408521,3.117062326399305e-08,1001.1016979425173,2.148902767819681e-05
ENST00000295927.4,1884,1705.6938800895596,1.0,-1.6557876935649862,6.9047316190301276,3.286140911310598e-08,984.5567171887424,2.2252269829072883e-05
ENST00000252809.3,1200,1021.6938800895597,1.0646379143704687,4.239052718217384,8.09086462771318,3.3270895060317405e-08,1133.475600568063,2.2252269829072883e-05
ENST00000224237.9,1868,1689.6938800895596,1.0,-0.9369877396458453,11.956680701731816,3.6638389701581894e-08,1098.1038556593385,2.2537155740017123e-05
ENST00000339562.9,3472,3293.6938800895596,2.874352693701728,4.893138200754118,4.805738680199613,3.713046619383566e-08,1000.7857401332278,2.2537155740017123e-05
ENST00000075120.12,3827,3648.6938800895596,4.096226184584568,2.105384530094125,7.534629707344501,3.7425160261535376e-08,1090.5494484976973,2.2537155740017123e-05
ENST00000381151.5,11566,11387.69388008956,1.0617205434791805,2.53084218294166,6.900003170769047,3.744280347155365e-08,1090.4598844803497,2.2537155740017123e-05
ENST00000264036.6,3327,3148.6938800895596,1.0791838690587643,-1.594808152103113,6.55371728277733,3.7526458824263195e-08,944.0485467851504,2.2537155740017123e-05
ENST00000229239.10,1285,1106.6938800895596,1.4211901622156458,-0.44563787126889354,11.718558867556235,3.823534819300386e-08,938.4081663958239,2.2537155740017123e-05
ENST00000263895.9,2684,2505.6938800895596,3.433952063943493,1.7615708231671352,9.360543249649583,3.9006090600292985e-08,1075.8416479633431,2.2537155740017123e-05
ENST00000278505.5,4651,4472.69388008956,1.0085796537663543,-2.5351558161027383,4.52170520994792,3.918235170985111e-08,932.4547751571737,2.2537155740017123e-05
ENST00000368097.9,1375,1196.6938800895596,1.1185592173097063,-1.0560242711331451,8.17206065487042,3.9296555803439e-08,930.3110221655057,2.2537155740017123e-05
ENST00000318522.10,5546,5367.69388008956,2.9655139351169044,-1.5934596261003477,5.381591937335595,3.946812143937455e-08,929.264080808355,2.2537155740017123e-05
ENST00000354775.5,2395,2216.6938800895596,1.0,-1.443261579463889,5.9701089810282815,3.9725160334853225e-08,927.2106629581218,2.2537155740017123e-05
ENST00000403663.6,2324,2145.6938800895596,1.2899231156757627,-1.7594463211672207,6.210315948796097,4.018179090689234e-08,923.8590855898632,2.2537155740017123e-05
ENST00000262293.9,6226,6047.69388008956,1.5329262359877454,-2.9994948012943174,5.08728457559158,4.067695366166949e-08,921.2147208427751,2.2537155740017123e-05
ENST00000368811.8,671,492.7875093306793,1.0462500926731413,-1.1458572048889775,6.916367721894279,4.121266164919909e-08,916.4136488145208,2.2537155740017123e-05
ENST00000325888.13,9159,8980.69388008956,2.0189356922884194,-1.3236429290198164,10.438263894512112,4.1240917870197136e-08,1056.4118778419459,2.2537155740017123e-05
ENST00000378827.5,3545,3366.6938800895596,1.1334242214298893,5.522614980234892,6.107018302576197,4.3802176263371224e-08,1049.9192186815953,2.3487122201694263e-05
ENST00000302418.5,5866,5687.69388008956,1.0498139182753952,-1.2914046473976335,7.989730066769202,4.40275437937631e-08,897.4196741636877,2.3487122201694263e-05
ENST00000266458.10,1883,1704.6938800895596,1.2902963846356785,1.1242111263830594,7.183770920348464,4.519398535987529e-08,890.0232807157398,2.3825737387780844e-05
ENST00000265362.9,8113,7934.69388008956,1.6254655538884952,1.2332343152499547,7.8388660657624705,4.609276954618556e-08,884.4862264402669,2.3955442721157867e-05
ENST00000591504.6,4085,3906.6938800895596,5.158325443126081,2.819795774583302,4.871995078363778,4.69505189712446e-08,880.6411277859972,2.3955442721157867e-05
ENST00000671713.1,3376,3197.6938800895596,2.3121996144501322,-2.4473681471110185,5.783071277220748,4.766349634859759e-08,882.9711996369144,2.3955442721157867e-05
ENST00000261918.9,3376,3197.6938800895596,2.3121996144501322,-2.4473681471110185,5.783071277220748,4.766349634859759e-08,882.9711996369144,2.3955442721157867e-05
ENST00000367075.4,3052,2873.6938800895596,8.48045704183323,-1.8522652157523587,5.981335393598698,4.8608706552025276e-08,869.8341630585378,2.3955442721157867e-05
ENST00000300403.11,3473,3294.6938800895596,1.4829713038762526,-3.0428828862384214,5.902778440190155,4.916077411299726e-08,997.835708444937,2.3955442721157867e-05
ENST00000325954.9,3814,3635.6938800895596,3.336898133618247,-1.4341841583547923,5.9880940816864285,4.918213675986976e-08,866.5770153401345,2.3955442721157867e-05
ENST00000342745.5,5390,5211.69388008956,1.0,1.7254249912352018,6.352360456008587,5.139598435920433e-08,854.5811270623641,2.4725768991475425e-05
ENST00000506572.5,1331,1152.6938800895596,2.127390928998846,-2.660207875329237,4.675584234738553,5.186722646668653e-08,853.1001435382213,2.4725768991475425e-05
ENST00000263354.8,1662,1483.6938800895596,1.3914961211884749,-1.314484896823411,5.980444224210726,5.45166203683903e-08,838.7739818952265,2.4962415741483722e-05
ENST00000617768.5,1520,1341.6938800895596,1.0961243666084257,1.4017625285366957,6.929106997378885,5.484334756165468e-08,837.1346904707154,2.4962415741483722e-05
ENST00000295006.6,3366,3187.6938800895596,1.2536250518966787,-0.7829742702335561,9.564220412608044,5.6275527415778436e-08,830.2894227251646,2.4962415741483722e-05
ENST00000392748.5,3419,3240.6938800895596,1.4073802401278594,4.830434280189029,5.3615914059042815,5.6547164459134106e-08,967.4740956039008,2.4962415741483722e-05
ENST00000397463.3,3458,3279.6938800895596,1.836593291541567,1.2440222110119823,6.841699694769205,5.669152086158777e-08,828.3896303359797,2.4962415741483722e-05
ENST00000420115.6,3621,3442.6938800895596,3.1867929623082465,-1.7825474943160553,6.341600162051444,5.695134904152472e-08,827.2269113542332,2.4962415741483722e-05
ENST00000432648.8,2688,2509.6938800895596,1.3961322012690087,-1.7651356887234013,6.267953816163518,5.7110362322626316e-08,826.4988622273822,2.4962415741483722e-05
ENST00000279488.8,3627,3448.6938800895596,2.8025922788076767,1.6594258986445027,6.057867772462405,5.7374995035147325e-08,825.3117746869744,2.4962415741483722e-05
ENST00000412716.8,2064,1885.6938800895596,1.3108181008846038,1.0255427926779477,7.116467164010749,5.7377180187293824e-08,825.2107049383347,2.4962415741483722e-05
ENST00000710294.1,5399,5220.69388008956,1.278079586672705,1.0757776428734664,9.043898142723474,5.965452798027269e-08,841.5453316970054,2.531834079732827e-05
ENST00000370206.9,1991,1812.6938800895596,1.5263576969545494,-2.430355429663161,7.910970589679156,5.969009353913494e-08,936.0488559297273,2.531834079732827e-05
ENST00000489485.5,1854,1675.6938800895596,9.003858723888062,-2.85070426818137,6.61649404101512,6.025736551491447e-08,933.2889308626482,2.531834079732827e-05
ENST00000336023.9,1627,1448.6938800895596,1.0,-1.9417847834007405,10.030002453314731,6.045530037968634e-08,932.1315986386135,2.531834079732827e-05
ENST00000374694.3,4050,3871.6938800895596,1.0548460188999773,1.9100577300519606,5.4525152934773,6.221557303432329e-08,804.5519202052654,2.5814278178157972e-05
ENST00000395748.8,1234,1055.6938800895596,1.2731358592460544,7.479480973740995,7.835559699872921,6.495727382294083e-08,928.2407530381818,2.6429004942366886e-05
ENST00000357388.8,5116,4937.69388008956,5.450790528313389,-1.7248391698132004,5.660023691939766,6.59465760887883e-08,789.7470837914691,2.6429004942366886e-05
ENST00000378628.9,4400,4221.69388008956,3.462639831658684,1.6918352638045995,5.516126177155224,6.60359576653464e-08,789.435408988198,2.6429004942366886e-05
ENST00000561100.2,3912,3733.6938800895596,1.4513427616599108,-2.2479573963039745,7.029365147981039,6.613174907265556e-08,905.2063518608555,2.6429004942366886e-05
ENST00000261799.9,5700,5521.69388008956,1.6407755679490352,1.4052947465639603,9.280440281253258,6.711966081538574e-08,900.7600928909793,2.6429004942366886e-05
ENST00000555619.6,821,642.7213998424348,1.0703697953431899,1.1546627852509765,6.501965369725312,6.723586984066022e-08,784.8130031327155,2.6429004942366886e-05
ENST00000315757.9,10191,10012.69388008956,1.2054974402904215,1.2160879213422784,6.927201267379712,6.879589583180795e-08,779.1102537521065,2.654894675733873e-05
ENST00000301071.12,1672,1493.6938800895596,1.0917460627833981,-0.9210837958954388,9.312653225034968,6.925578877074422e-08,777.4351309486188,2.654894675733873e-05
ENST00000383694.3,3280,3101.6938800895596,5.672002169756846,1.362901807536935,6.7776718770436295,6.931839884422645e-08,777.258448133205,2.654894675733873e-05
ENST00000311160.14,7585,7406.69388008956,4.383037969287528,-1.065426710841407,7.45995793994781,7.085060075958443e-08,771.8474475302805,2.668754526475436e-05
ENST00000329759.6,3155,2976.6938800895596,1.0950237071747575,2.674122785182704,5.761107739480397,7.153382201068012e-08,827.6833952518037,2.668754526475436e-05
ENST00000325327.4,4634,4455.69388008956,1.1481782334043427,-1.239415758820973,7.0169504253469075,7.15902765053825e-08,769.3251130287011,2.668754526475436e-05
ENST00000626021.3,4621,4442.69388008956,1.33130046931474,1.295211582193798,6.575536374206702,7.271658075891784e-08,765.5579912211955,2.668754526475436e-05
ENST00000370651.8,4621,4442.69388008956,1.33130046931474,1.295211582193798,6.575536374206702,7.271658075891784e-08,765.5579912211955,2.668754526475436e-05
ENST00000248975.6,1751,1572.6938800895596,1.3918609057072477,-1.0012244693280392,6.514562562257384,7.353194202704388e-08,762.8417206063664,2.668754526475436e-05
ENST00000554311.2,3996,3817.6938800895596,1.1984570315880168,1.0318820111023472,6.921871116845145,7.505001982429233e-08,757.9121732981647,2.668754526475436e-05
ENST00000327892.13,2515,2336.6938800895596,4.0067860318149995,-1.0697876343735917,10.090597534043377,7.558133378238943e-08,866.4107948283832,2.668754526475436e-05
ENST00000258412.8,2292,2113.6938800895596,2.3577692084721775,-1.8955400079588995,5.963088984506404,7.559478640480957e-08,756.2461060643626,2.668754526475436e-05
ENST00000372764.4,2343,2164.6938800895596,1.139332766911765,2.236444421771471,10.980483370371427,7.563585388908535e-08,866.206218844139,2.668754526475436e-05
ENST00000375980.9,2422,2243.6938800895596,1.0197678769088674,-1.2681991300197863,5.979277049069166,7.772145775247198e-08,749.6012178327958,2.7209189401140794e-05
ENST00000331113.9,5830,5651.69388008956,1.0263122440283767,4.873912383115316,2.3703510494457225,8.006413192669188e-08,318.9301340863927,2.780156148353078e-05
ENST00000374050.4,1563,1384.6938800895596,2.4373512940776814,1.0716339621134636,6.570852622933402,8.104810264022866e-08,739.6735567104685,2.780156148353078e-05
ENST00000297350.9,2087,1908.6938800895596,1.3445432186836563,1.4658822176761834,8.155214197878244,8.127478865328897e-08,846.0472436597817,2.780156148353078e-05
ENST00000612661.2,4296,4117.69388008956,1.1671952557705108,-1.9145054422469592,7.441852353728892,8.401150009746351e-08,836.9373000218716,2.83666508436696e-05
ENST00000311852.11,3701,3522.6938800895596,1.6830220958754414,1.1067422024120874,10.234660942909441,8.419282234737133e-08,836.3261459411021,2.83666508436696e-05
ENST00000274026.10,2748,2569.6938800895596,1.0794104082598597,-3.105611987018039,4.823363581847553,8.502691012907779e-08,729.6576172294745,2.843388708801571e-05
ENST00000360938.8,3668,3489.6938800895596,4.813676831453217,2.0483842889536583,6.2870372431347485,8.718715591239438e-08,765.6710728471026,2.894032328585411e-05
ENST00000313288.9,2799,2620.6938800895596,3.2660901282100903,-2.8507169458240766,4.762176964664077,8.936588845866515e-08,718.0137698728691,2.9445403145009146e-05
ENST00000280527.7,6060,5881.69388008956,1.0148642023360361,-2.0706062657313247,8.797980670243,9.04853721454355e-08,816.8110664009133,2.9448571016992703e-05
ENST00000357227.9,3151,2972.6938800895596,5.303743657035677,-1.5543990552102418,5.424226436896505,9.068984848240372e-08,713.8921337025625,2.9448571016992703e-05
ENST00000271588.9,18368,18189.69388008956,1.0,2.0391202134853037,7.037005244143985,9.179950745587148e-08,813.0157689335097,2.9521965554252642e-05
ENST00000261483.5,6553,6374.69388008956,1.0,1.1594503696943295,8.1664618143676,9.271317765623021e-08,719.8541533209158,2.9521965554252642e-05
ENST00000330459.8,1977,1798.6938800895596,1.1537573229534113,-1.6163183117603823,7.119557632758593,9.289230642363755e-08,755.9964317457067,2.9521965554252642e-05
ENST00000508803.6,7560,7381.69388008956,9.061890691980869,-2.0445271896233157,5.546870476964962,9.373537045035272e-08,706.4713099053205,2.9580110459512364e-05
ENST00000357736.9,5061,4882.69388008956,1.125173790676248,1.5313209598463018,6.3571557270386725,9.495306393499312e-08,703.4612892052154,2.97548373985383e-05
ENST00000371269.9,4233,4054.6938800895596,1.3599455544719996,-0.9931788736348692,7.3934656439924336,9.641628932627972e-08,700.0017690117123,2.9908040695628158e-05
ENST00000619888.5,2723,2544.6938800895596,5.385793046578836,1.3164949343463532,6.682449102769831,9.677681597969433e-08,699.2121419566646,2.9908040695628158e-05
ENST00000317610.11,2333,2154.6938800895596,1.7819307207913917,-0.5962267704957144,10.01214594640204,9.856504634735865e-08,695.121337995843,2.992901823556678e-05
ENST00000451218.6,4622,4443.69388008956,1.533335813385905,1.5208758962350337,6.592761214534083,9.915145449918912e-08,693.8593927273917,2.992901823556678e-05
ENST00000338492.9,2664,2485.6938800895596,1.2269098235270663,1.4980798135316402,5.641069538901413,9.919822959430371e-08,693.8326342458091,2.992901823556678e-05
ENST00000277900.12,4337,4158.69388008956,2.5785183307055872,1.0206881429039063,7.644881162942527,1.008146481986051e-07,690.1645392464006,2.992901823556678e-05
ENST00000672707.1,2536,2357.6938800895596,5.276334969021408,-2.3487006052119197,4.603803052298324,1.0085206207338787e-07,690.7524460418541,2.992901823556678e-05
ENST00000542748.6,2536,2357.6938800895596,5.276334969021408,-2.3487006052119197,4.603803052298324,1.0085206207338787e-07,690.7524460418541,2.992901823556678e-05
ENST00000354777.6,2037,1858.6938800895596,5.406154433820881,1.3199724226469798,6.5971699319949035,1.0260284670935696e-07,686.3649098535536,3.0248264236138123e-05
ENST00000323274.15,1613,1434.6938800895596,1.7057772127829038,-3.0183501673096758,4.973036856316014,1.0448858720256691e-07,688.7794939976654,3.04912135013522e-05
ENST00000366955.8,10290,10111.69388008956,1.3461527656561723,-2.8128178822187535,6.25381323717889,1.0478781725933897e-07,778.640502065753,3.04912135013522e-05
ENST00000368719.9,434,256.84614424237384,1.0,-0.7692749507735948,8.803689329376619,1.0738829904033198e-07,676.4674418393191,3.087388716584289e-05
ENST00000314797.10,3078,2899.6938800895596,1.196267927449522,-1.0283457607341577,7.905789883217024,1.0748089526838256e-07,676.2834592668293,3.087388716584289e-05
ENST00000358278.7,1717,1538.6938800895596,6.012862527919919,-1.6504826001746498,8.40205757023685,1.1029030810937232e-07,765.5156754272726,3.124372959752812e-05
ENST00000262428.5,1842,1663.6938800895596,1.1827726498194688,-0.8229573189628879,9.018611179525015,1.1053133457016422e-07,670.302958170736,3.124372959752812e-05
ENST00000216181.11,7451,7272.69388008956,1.8628003293361155,-1.211342942259381,11.226945632144435,1.1086012376440987e-07,764.222503627912,3.124372959752812e-05
ENST00000534221.1,870,691.6938800895597,2.0120672731780975,3.950526468947675,5.120156773416278,1.1236411726925033e-07,764.3979731713503,3.1469677868452356e-05
ENST00000392521.7,8736,8557.69388008956,6.970847632704619,-3.8805477042746617,3.7507152478690635,1.1381926300483851e-07,685.6399566244379,3.1679223568383966e-05
ENST00000315717.10,1410,1231.6938800895596,1.247158379395927,-0.9825468120897086,8.469752438297492,1.1479847167724654e-07,662.2935443195644,3.175453280450059e-05
ENST00000199936.9,1434,1255.6938800895596,1.8193166250581332,4.9946467256607265,2.800014075235111,1.163899080435036e-07,369.0684124353018,3.199722803274503e-05
ENST00000444739.7,1296,1117.6938800895596,1.2839443651687101,1.4604565758666648,6.425141104709235,1.1806678120120146e-07,656.4630167460837,3.226030812443316e-05
ENST00000308508.5,8290,8111.69388008956,1.0,-1.7058228693559419,7.438543854296687,1.2000024295017543e-07,744.6367427776461,3.251518283748055e-05
ENST00000358056.8,4085,3906.6938800895596,1.1009424031871118,-1.1519010265847116,6.496943937705039,1.2045079000740379e-07,652.3037776356497,3.251518283748055e-05
ENST00000242208.5,6046,5867.69388008956,1.1613631450678903,1.437481508229862,8.796470028265336,1.2414847005643774e-07,736.3822598376366,3.318413941031109e-05
ENST00000225972.8,2880,2701.6938800895596,1.0547253830441599,-1.4871224136654906,8.032198240317905,1.244099756964197e-07,735.8755127218901,3.318413941031109e-05
ENST00000376957.7,1260,1081.6938800895596,1.0424061142945658,-1.2603142231217819,6.893187037222969,1.293620444786288e-07,637.6686463306123,3.4300843639833346e-05
ENST00000388820.5,5520,5341.69388008956,1.3001229133256695,2.160947022369537,5.951390133433743,1.3078646168580525e-07,677.146725118862,3.44745419682507e-05
ENST00000674475.1,7275,7096.69388008956,8.369610148765593,1.822254490257705,5.95212408006519,1.3226041586535445e-07,633.2777428282601,3.465919003124209e-05
ENST00000321765.10,3786,3607.6938800895596,1.1427225593996178,-2.72435776003794,4.7641745359834236,1.3346336773554932e-07,632.0768761681139,3.4715286061024656e-05
ENST00000319466.9,4120,3941.6938800895596,2.473780110351957,-0.9526872373694013,8.4658749158616,1.3402388896827264e-07,630.52687274608,3.4715286061024656e-05
ENST00000296181.9,4440,4261.69388008956,1.93708922115331,0.8452377295648971,8.148384085437709,1.3930312783075475e-07,622.8394943954172,3.587535897255144e-05
ENST00000369850.10,8507,8328.69388008956,33.2725315026223,-1.8524176289245402,9.1018097066698,1.4059202152245041e-07,706.9526659552655,3.600039472252872e-05
ENST00000402868.8,2776,2597.6938800895596,2.3793419294149785,-2.3480943082883474,4.309254287954325,1.4246210653321757e-07,619.2581495382108,3.627198554465916e-05
ENST00000543196.6,5207,5028.69388008956,3.096728108481215,-2.140624196631385,4.820458919417919,1.4602536786085326e-07,613.9536839115841,3.6969168131145174e-05
ENST00000542447.6,4223,4044.6938800895596,3.6659083887404718,1.0858521285999445,6.894354014691297,1.4882127872453018e-07,609.9246074414959,3.746533888160068e-05
